SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
46,10:07:03,2025-12-11,TT25_psf_dark,eap,,632_Tri_red,,,-0.003941,2.921913,-0.003947,-0.045455,0.746990,0.748138,1.772601,1.025611,8.284109,8.271401,19.627966,0.441786,7.500000,PSF-00438_20251211100703_1d6,234.366058,341.916931,0.314553,0.000000,0.000000,0.000000,0.5,0.80,0.007036,1.000000,32.57,32.62,19.63,15.55,15.55,90.31,156.7,155.0,1.1,0,4.071,10:05:37,2025-12-11,-0.16,1,-0.000,-0.002,-0.041,-0.318,-0.198,0.526,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.444680,2.458868,1.655714,0.933756,0.338177,-0.042548,0.226705,0.107351,234.366058,0.000234,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251211100703_1d6,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-10T14:09:08.064Z
47,10:07:24,2025-12-11,TT25_psf_dark,eap,,flag3_tri_Tri_red,,,0.005472,2.921215,0.005461,0.070080,0.709783,0.708012,1.852334,1.142550,7.838974,7.858584,20.508680,0.441786,7.500000,PSF-00438_20251211100724_a52,218.696945,394.428131,0.445534,0.000000,0.000000,0.000000,0.5,0.80,0.011454,1.000000,31.02,30.94,19.59,16.24,16.24,90.32,156.6,157.0,-0.2,0,4.070,10:05:37,2025-12-11,-0.16,1,-0.001,-0.001,-9999.000,0.555,0.728,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.442239,2.456595,1.654983,0.938716,0.338698,-0.034957,0.228593,0.107359,218.696945,0.000234,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251211100724_a52,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-10T14:09:08.064Z
48,10:07:47,2025-12-11,TT25_psf_dark,eap,,6885_Tri_red,,,0.001215,2.921514,0.001215,0.018771,0.715964,0.715490,2.090072,1.374108,7.921308,7.926558,23.139530,0.441786,7.500000,PSF-00438_20251211100747_7a6,371.609680,402.355316,0.076414,0.000000,0.000000,0.000000,0.5,0.80,0.001576,1.000000,31.36,31.34,19.56,18.14,18.14,90.32,156.7,158.7,-1.3,0,4.065,10:05:37,2025-12-11,-0.16,1,0.000,0.001,-0.011,-6.884,-3.015,-4.003,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.442829,2.457107,1.655296,0.943104,0.339196,-0.014384,0.230714,0.107347,371.609680,0.000236,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251211100747_7a6,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-10T14:09:08.064Z
49,10:08:05,2025-12-11,TT25_psf_dark,eap,,4109_Tri_red,,,0.001213,2.922146,0.001213,0.015740,0.722514,0.722117,1.878055,1.155541,7.995267,7.999668,20.793802,0.441786,7.500000,PSF-00438_20251211100805_ad5,260.419952,470.024231,0.445944,0.000000,0.000000,0.000000,0.5,0.80,0.066849,1.000000,31.72,31.70,19.52,16.45,16.45,90.32,156.8,156.7,0.1,0,4.069,10:05:37,2025-12-11,-0.16,1,-0.001,0.001,-9999.000,-0.591,-0.694,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.443354,2.457632,1.655958,0.937933,0.339646,-0.031935,0.232363,0.107638,260.419952,0.000234,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251211100805_ad5,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-10T14:09:08.064Z
50,10:08:20,2025-12-11,TT25_psf_dark,eap,,,,,0.015827,2.921710,0.015742,0.207046,0.730717,0.725487,1.901359,1.170642,8.032253,8.090153,21.050957,0.441786,7.500000,PSF-00438_20251211100820_afe,178.833252,655.596985,0.727221,0.000000,0.000000,0.000000,0.5,0.80,0.206964,1.000000,32.14,31.91,19.49,16.65,16.65,90.32,156.7,158.6,-1.2,1,4.066,10:05:37,2025-12-11,-0.16,1,0.001,0.002,-9999.000,-0.212,-0.121,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.443671,2.458264,1.655501,0.942859,0.340093,-0.029543,0.233639,0.107941,178.833252,0.000237,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251211100820_afe,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-10T14:09:08.064Z
51,10:09:43,2025-12-11,TT25_psf_dark,eap,,5228_Tri_red,,,0.058932,2.921657,0.057767,0.701966,0.726099,0.708370,1.808086,1.081987,7.844018,8.040338,20.021547,0.441786,7.500000,PSF-00438_20251211100943_476,157.248611,458.142395,0.656769,0.000000,0.000000,0.000000,0.5,0.80,0.106390,1.000000,32.21,31.43,19.35,15.86,15.86,90.31,156.7,158.4,-1.1,0,4.066,10:05:37,2025-12-11,-0.16,1,-0.001,-0.002,-0.013,-0.172,-0.481,-0.774,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.442988,2.458396,1.655445,0.942313,0.341987,-0.036307,0.241033,0.107665,157.248611,0.000236,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251211100943_476,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-10T14:09:08.064Z
52,10:09:55,2025-12-11,TT25_psf_dark,eap,,4712_Tri_red,,,0.005348,2.921683,0.005339,0.063599,0.693768,0.692161,1.755006,1.061238,7.664576,7.682369,19.433880,0.441786,7.500000,PSF-00438_20251211100955_f07,182.408813,636.978149,0.713634,0.000000,0.000000,0.000000,0.5,0.80,0.163265,1.000000,30.83,30.76,19.32,15.39,15.39,90.31,156.7,158.7,-1.3,1,4.066,10:05:37,2025-12-11,-0.16,1,0.002,0.001,-9999.000,-0.551,-0.928,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.442013,2.456361,1.655473,0.943219,0.342359,-0.040854,0.241940,0.107816,182.408813,0.000237,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251211100955_f07,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-10T14:09:08.064Z
53,10:10:15,2025-12-11,TT25_psf_dark,eap,,2996A3_Tri_red,,,0.001943,2.921624,0.001941,0.027480,0.687260,0.686566,1.946940,1.259680,7.602642,7.610331,21.559307,0.441786,7.500000,PSF-00438_20251211101015_9b5,414.518951,539.052490,0.231023,0.000000,0.000000,0.000000,0.5,0.80,0.024345,1.000000,30.62,30.59,19.28,17.02,17.02,90.31,156.7,158.6,-1.2,0,4.064,10:05:37,2025-12-11,-0.16,1,-0.000,0.000,-9999.000,-0.008,-0.069,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.441767,2.456053,1.655410,0.943038,0.342916,-0.023377,0.243655,0.107538,414.518951,0.000234,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251211101015_9b5,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-10T14:09:08.064Z
54,10:10:36,2025-12-11,TT25_psf_dark,eap,,4265_Tri_red,,,-0.000045,2.921808,-0.000045,-0.000618,0.701803,0.701819,1.916205,1.214402,7.771647,7.771474,21.219255,0.441786,7.500000,PSF-00438_20251211101036_24d,198.426239,304.808380,0.349013,0.000000,0.000000,0.000000,0.5,0.80,0.013135,1.000000,31.39,31.39,19.22,16.77,16.77,90.31,156.7,157.0,-0.2,0,4.060,10:05:37,2025-12-11,-0.16,1,0.001,0.002,-9999.000,0.423,-0.187,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.442957,2.457206,1.655604,0.938877,0.343782,-0.025342,0.245426,0.107386,198.426239,0.000236,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251211101036_24d,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-10T14:09:08.064Z
55,10:10:53,2025-12-11,TT25_psf_dark,eap,,1750_Tri_red,,,0.011336,2.922226,0.011292,0.132049,0.686183,0.682848,1.728048,1.041866,7.561780,7.598711,19.136217,0.441786,7.500000,PSF-00438_20251211101053_4c9,206.296204,542.566162,0.619777,0.000000,0.000000,0.000000,0.5,0.80,0.017412,1.000000,30.79,30.64,19.17,15.15,15.15,90.30,156.8,135.0,13.9,0,4.064,10:05:37,2025-12-11,-0.16,1,0.003,0.003,-9999.000,0.407,1.035,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.441865,2.456329,1.656042,0.883767,0.344507,-0.041670,0.246745,0.107364,206.296204,0.000235,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251211101053_4c9,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-10T14:09:08.064Z
