SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
9,13:53:58,2025-12-12,TT25_psf,eap,,4109_Tri_red,,,0.004465,2.922896,0.004458,0.087371,0.926521,0.924318,2.663233,1.736713,10.222895,10.247252,29.455170,0.441786,7.500000,PSF-00438_20251212135358_f8d,0.000000,0.000000,0.000000,78.570129,85.879097,0.085108,0.5,0.80,6.647240,1.000000,32.99,32.91,22.93,22.06,22.06,90.42,156.8,156.4,0.3,195,4.043,13:50:50,2025-12-12,-0.16,1,-0.000,-0.003,-9999.000,-0.369,0.239,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,85.831764,25,0.004101,85.704803,85.884956,-0.180153,2.444499,2.458854,1.656745,0.937187,0.296201,-0.009170,0.133841,0.282951,78.570129,0.000239,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251212135358_f8d,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
10,13:54:19,2025-12-12,TT25_psf,eap,,2996A1_Tri_red,,,0.038857,2.922800,0.038347,0.724235,0.981845,0.963599,2.655196,1.673351,10.656929,10.858718,29.365141,0.441786,7.500000,PSF-00438_20251212135419_a83,0.000000,0.000000,0.000000,186.891678,464.181488,0.597374,0.5,0.80,44.453514,1.000000,34.98,34.33,22.92,22.01,22.01,90.42,156.8,158.6,-1.1,186,4.042,13:50:50,2025-12-12,-0.16,1,0.000,0.001,0.000,2.426,-3.154,9.741,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,456.677185,25,-7.877316,448.525421,452.920929,-4.395508,2.446534,2.461724,1.656643,0.942916,0.296336,-0.009591,0.136690,0.274654,186.891678,0.000237,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251212135419_a83,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
11,13:54:43,2025-12-12,TT25_psf,eap,,1750_Tri_red,,,0.012933,2.922106,0.012876,0.240034,0.975202,0.969151,2.627248,1.652046,10.718091,10.785012,29.055410,0.441786,7.500000,PSF-00438_20251212135443_c0b,0.000000,0.000000,0.000000,124.531387,306.158417,0.593245,0.5,0.80,41.659615,1.000000,34.77,34.55,22.91,21.84,21.84,90.42,156.8,131.9,15.8,176,4.041,13:50:50,2025-12-12,-0.16,1,0.000,0.001,-9999.000,-0.610,0.508,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,303.353912,25,-1.875465,303.462982,303.477448,-0.014465,2.446848,2.461418,1.655916,0.876388,0.296458,-0.011391,0.139983,0.265228,124.531387,0.000238,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251212135443_c0b,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
12,13:54:58,2025-12-12,TT25_psf,eap,,4265_Tri_red,,,0.006092,2.921904,0.006080,0.120930,0.958544,0.955494,2.720594,1.762050,10.566554,10.600281,30.086330,0.441786,7.500000,PSF-00438_20251212135458_490,0.000000,0.000000,0.000000,123.307228,124.881844,0.012609,0.5,0.80,1.042937,1.000000,34.19,34.08,22.91,22.41,22.41,90.43,156.7,158.5,-1.1,207,4.041,13:50:50,2025-12-12,-0.16,1,0.001,0.001,-9999.000,0.225,0.189,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,124.422310,25,-0.582324,123.517517,124.049416,-0.531898,2.446176,2.460588,1.655704,0.942710,0.296538,-0.004971,0.141936,0.293320,123.307228,0.000239,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251212135458_490,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
13,13:55:16,2025-12-12,TT25_psf,eap,,2996A3_Tri_red,,,0.006117,2.923398,0.006104,0.117250,0.971710,0.968758,2.673508,1.701798,10.713796,10.746453,29.567177,0.441786,7.500000,PSF-00438_20251212135516_559,0.000000,0.000000,0.000000,135.194061,136.325958,0.008303,0.5,0.80,0.639751,1.000000,34.66,34.56,22.90,22.12,22.12,90.42,156.9,137.7,12.2,193,4.040,13:50:50,2025-12-12,-0.16,1,-0.000,-0.000,-9999.000,-2.106,-1.203,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,136.325958,25,0.240584,136.106369,136.669876,-0.563507,2.446856,2.461268,1.657271,0.890498,0.296564,-0.008127,0.144212,0.280584,135.194061,0.000239,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251212135516_559,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
14,13:55:39,2025-12-12,TT25_psf,eap,,4712_Tri_red,,,0.013498,2.922867,0.013436,0.262390,0.963919,0.957308,2.694155,1.730236,10.586553,10.659672,29.793781,0.441786,7.500000,PSF-00438_20251212135539_4ff,0.000000,0.000000,0.000000,127.007965,302.856445,0.580633,0.5,0.80,38.951103,1.000000,34.40,34.16,22.90,22.25,22.25,90.43,156.8,158.6,-1.1,168,4.040,13:50:50,2025-12-12,-0.16,1,0.000,-0.001,-9999.000,1.648,1.510,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,302.856445,25,1.705962,304.727539,305.295105,-0.567566,2.446290,2.460886,1.656713,0.942908,0.296624,-0.006672,0.147222,0.258167,127.007965,0.000240,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251212135539_4ff,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
15,13:55:54,2025-12-12,TT25_psf,eap,,5228_Tri_red,,,0.032184,2.920860,0.031833,0.589076,0.973902,0.959037,2.614015,1.640113,10.606055,10.770453,28.908577,0.441786,7.500000,PSF-00438_20251212135554_9e7,0.000000,0.000000,0.000000,128.873703,365.091919,0.647010,0.5,0.80,36.032978,1.000000,34.76,34.22,22.90,21.75,21.75,90.42,156.6,158.4,-1.1,139,4.038,13:50:50,2025-12-12,-0.16,1,0.001,0.003,-9999.000,-0.346,-0.231,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,365.091919,25,1.140953,366.290344,366.722900,-0.432556,2.446383,2.461401,1.654612,0.942311,0.296641,-0.012131,0.149115,0.232547,128.873703,0.000238,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251212135554_9e7,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
16,13:56:24,2025-12-12,TT25_psf,eap,,5115_Tri_pink,,,0.002489,2.921829,0.002487,0.049498,0.926102,0.924853,2.689453,1.763351,10.228727,10.242537,29.744913,0.441786,7.500000,PSF-00438_20251212135624_219,0.000000,0.000000,0.000000,170.796280,169.906143,-0.005239,0.5,0.80,-0.214894,1.000000,33.05,33.01,22.89,22.22,22.22,90.42,156.7,158.7,-1.3,103,4.038,13:50:50,2025-12-12,-0.16,1,0.001,0.000,-9999.000,-0.771,-0.804,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,169.906143,25,0.196842,168.886902,170.187531,-1.300629,2.444645,2.458952,1.655625,0.943266,0.296662,-0.006953,0.152996,0.199548,170.796280,0.000239,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251212135624_219,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
17,13:56:49,2025-12-12,TT25_psf,eap,,2703_Tri_pink,,,0.031146,2.920906,0.030817,0.549818,0.975555,0.961682,2.557194,1.581639,10.636045,10.789478,28.282146,0.441786,7.500000,PSF-00438_20251212135649_38c,0.000000,0.000000,0.000000,109.544632,238.418564,0.540536,0.5,0.80,45.241814,1.000000,34.82,34.32,22.89,21.40,21.40,90.42,156.6,157.7,-0.7,209,4.038,13:50:50,2025-12-12,-0.16,1,-0.002,-0.001,-9999.000,-1.679,1.386,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,236.396317,25,-1.261245,236.925964,236.615631,0.310333,2.446525,2.461493,1.654660,0.940609,0.296671,-0.016055,0.156243,0.295531,109.544632,0.000239,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251212135649_38c,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
18,13:57:08,2025-12-12,TT25_psf,eap,,955_Tri_pink,,,0.016917,2.922315,0.016820,0.308178,0.948036,0.940266,2.572417,1.624381,10.399306,10.485237,28.450823,0.441786,7.500000,PSF-00438_20251212135708_d18,0.000000,0.000000,0.000000,97.479340,139.342194,0.300432,0.5,0.80,26.880560,1.000000,33.85,33.57,22.89,21.49,21.49,90.42,156.8,154.0,1.8,224,4.038,13:50:50,2025-12-12,-0.16,1,0.000,-0.001,-9999.000,-0.092,-0.468,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,139.342194,25,1.122727,140.647888,140.947128,-0.299240,2.445449,2.460098,1.656135,0.931122,0.296725,-0.014939,0.158536,0.308519,97.479340,0.000237,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251212135708_d18,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
19,13:57:28,2025-12-12,TT25_psf,eap,,4452_Tri_pink,,,0.005276,2.922235,0.005266,0.100828,0.920843,0.918300,2.618162,1.697319,10.156279,10.184403,28.956524,0.441786,7.500000,PSF-00438_20251212135728_7bb,0.000000,0.000000,0.000000,80.566765,87.151047,0.075550,0.5,0.80,8.536889,1.000000,32.89,32.80,22.88,21.78,21.78,90.42,156.8,158.5,-1.1,282,4.036,13:50:50,2025-12-12,-0.16,1,-0.001,0.001,-9999.000,-1.660,-0.101,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,87.151047,25,0.328070,87.253693,87.620018,-0.366325,2.444351,2.458723,1.656051,0.942630,0.296825,-0.011670,0.161062,0.361421,80.566765,0.000237,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251212135728_7bb,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
20,13:57:50,2025-12-12,TT25_psf,eap,,3077_Tri_pink,,,0.011244,2.921833,0.011201,0.192333,0.951664,0.946813,2.474898,1.523235,10.471363,10.525010,27.371367,0.441786,7.500000,PSF-00438_20251212135750_bff,0.000000,0.000000,0.000000,144.618988,243.248383,0.405468,0.5,0.80,30.421421,1.000000,34.01,33.83,22.88,20.86,20.86,90.42,156.7,158.4,-1.1,188,4.035,13:50:50,2025-12-12,-0.16,1,-0.000,-0.000,-9999.000,-0.431,2.116,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,243.217346,25,0.162212,244.020218,243.480270,0.539948,2.445828,2.460330,1.655630,0.942398,0.296898,-0.021675,0.163690,0.276033,144.618988,0.000239,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251212135750_bff,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
21,13:58:07,2025-12-12,TT25_psf,eap,,1666_Tri_pink,,,0.005323,2.922168,0.005313,0.102412,0.876755,0.874171,2.586202,1.709447,9.668185,9.696768,28.602966,0.441786,7.500000,PSF-00438_20251212135807_589,0.000000,0.000000,0.000000,113.022568,114.608643,0.013839,0.5,0.80,1.411882,1.000000,31.35,31.26,22.86,21.58,21.58,90.42,156.8,136.9,12.6,255,4.035,13:50:50,2025-12-12,-0.16,1,0.000,-0.000,-9999.000,0.876,-0.469,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,114.608643,25,0.088397,114.434837,114.735008,-0.300171,2.442123,2.456481,1.655980,0.888578,0.297020,-0.013700,0.165771,0.336740,113.022568,0.000236,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251212135807_589,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
22,13:58:30,2025-12-12,TT25_psf,eap,,4942_Tri_pink,,,0.002023,2.922735,0.002022,0.039000,0.884577,0.883593,2.595310,1.710734,9.772073,9.782951,28.702757,0.441786,7.500000,PSF-00438_20251212135830_30e,0.000000,0.000000,0.000000,133.132339,152.152771,0.125009,0.5,0.80,12.393466,1.000000,31.64,31.61,22.86,21.64,21.64,90.42,156.8,158.5,-1.1,248,4.035,13:50:50,2025-12-12,-0.16,1,-0.000,-0.003,-9999.000,-0.622,-0.227,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,152.152771,25,-5.740307,130.720490,143.947052,-13.226562,2.442635,2.456913,1.656575,0.942734,0.297115,-0.012978,0.168569,0.330261,133.132339,0.000240,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251212135830_30e,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
